,chain,project,action,usd_value_out,usd_value_out_pct_share,usd_value_net,usd_value_net_pct_share,address,style,granularity
1997,Arbitrum,gains_network,gains_network - GToken | 0xe8e43110,2303847.3234230923,0.0009440678588879441,2303847.3234230923,0.0014569175436705778,4.0,Dollar-Weighted,action
213,Arbitrum,0x1dd22faa11211db26e6758153484adf887ee4dcc,0x1dd22faa11211db26e6758153484adf887ee4dcc - 0 | 0x5567a0bf,2302617.1665252196,0.0009435637666345802,2302617.1665252196,0.001456139611405815,8.0,Dollar-Weighted,action
2122,Arbitrum,premia_v2,premia_v2 - Pool_proxy | deposit,2252853.291491743,0.0009231715841860414,2252853.291491743,0.001424669703725658,1.0,Dollar-Weighted,action
1950,Arbitrum,cvi,cvi - CVIUSDCThetaVault | 0x342273e4,2165790.7570723523,0.0008874952007629643,2165790.7570723523,0.0013696126986444492,10.0,Dollar-Weighted,action
1937,Arbitrum,curvefi,curvefi - Vyper_contract_FRAX_USDC | add_liquidity,2071961.9255206194,0.000849046132022859,2071961.9255206194,0.0013102767915294244,9.0,Dollar-Weighted,action
2134,Arbitrum,rage_trade_delta_neutral_vaults,rage_trade_delta_neutral_vaults - DnGmxSeniorVault | deposit,2058906.0135186398,0.0008436960956883225,2058906.0135186398,0.0013020204339787682,4.0,Dollar-Weighted,action
2169,Arbitrum,swapfish,swapfish - UniswapV2Pair_VST_USDC | addLiquidity,2037352.2187041342,0.0008348638068840424,2037352.2187041342,0.0012883901462949162,5.0,Dollar-Weighted,action
872,Arbitrum,0x8dc3312c68125a94916d62b97bb5d925f84d4ae0,0x8dc3312c68125a94916d62b97bb5d925f84d4ae0 - 0 | repayBorrow,2009141.7759337882,0.0008233037646739056,2009141.7759337882,0.0012705502970267084,2.0,Dollar-Weighted,action
2048,Arbitrum,hop_protocol,hop_protocol - L2_AmmWrapper | 0xeea0d7b2,1995576.8101722605,0.0008177451288857728,1995576.8101722605,0.0012619720217233363,11.0,Dollar-Weighted,action
1366,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x00c35001,1962153.1800000002,0.0008040488328455887,1962153.1800000002,0.0012408354330804869,2.0,Dollar-Weighted,action
1787,Arbitrum,0xeec7d82c0d6c0dce5840158c32c79c3bddae4e00,0xeec7d82c0d6c0dce5840158c32c79c3bddae4e00 - 0 | transfer,1955580.9853557125,0.0008013556866188637,1955580.9853557125,0.001236679278468881,1.0,Dollar-Weighted,action
2176,Arbitrum,swapfish,swapfish - UniswapV2Pair_wstETH_WETH | addLiquidity,1819956.5950166895,0.0007457796827324159,1819956.5950166895,0.0011509125040712785,2.0,Dollar-Weighted,action
212,Arbitrum,0x1d8b5048f5eccd27dc38bcf794078141732d76ab,0x1d8b5048f5eccd27dc38bcf794078141732d76ab - 0 | transfer,1810558.3279993257,0.0007419284718773681,1810558.3279993257,0.0011449691848424014,1.0,Dollar-Weighted,action
1564,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x02e63001,1797944.6159999978,0.0007367596397421982,1797944.6159999978,0.001136992467758856,1.0,Dollar-Weighted,action
933,Arbitrum,0x97bb6679ae5a6c66ffb105ba427b07e2f7fb561e,0x97bb6679ae5a6c66ffb105ba427b07e2f7fb561e - 0 | transfer,1759070.3940091575,0.0007208298065680545,1759070.3940091575,0.0011124090088468095,1.0,Dollar-Weighted,action
52,Arbitrum,0x07749429d3d9047a966b28a489500325bac9f1b6,0x07749429d3d9047a966b28a489500325bac9f1b6 - 0 | swap,1746437.562566309,0.0007156531396897033,838300.371271414,0.0005301282360830248,9.0,Dollar-Weighted,action
621,Arbitrum,0x604e84f89449ca49d7888adf73904402557d8a9c,0x604e84f89449ca49d7888adf73904402557d8a9c - 0 | transfer,1733057.02006524,0.0007101700766493216,1733057.02006524,0.0010959585520462934,1.0,Dollar-Weighted,action
1014,Arbitrum,0xa82b08125f86251528d7fccc3e41b7c1315dab2f,0xa82b08125f86251528d7fccc3e41b7c1315dab2f - 0 | transfer,1730755.590581722,0.0007092269995700392,1730755.590581722,0.0010945031635073185,1.0,Dollar-Weighted,action
1499,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x02710001,1702078.9760000047,0.0006974759300208246,1702078.9760000047,0.0010763685143695852,2.0,Dollar-Weighted,action
215,Arbitrum,0x1dd9e9e142f3f84d90af1a9f2cb617c7e08420a4,0x1dd9e9e142f3f84d90af1a9f2cb617c7e08420a4 - 0 | anySwapOutUnderlying,1699141.1580000003,0.0006962720744003291,1699141.1580000003,0.0010745106835399112,1.0,Dollar-Weighted,action
1116,Arbitrum,0xb86f1061e0d79e8319339d5fdbb187d4e7ad3300,0xb86f1061e0d79e8319339d5fdbb187d4e7ad3300 - 0 | transfer,1685049.0731814303,0.0006904974363821432,1685049.0731814303,0.0010655990662680847,3.0,Dollar-Weighted,action
1763,Arbitrum,0xec47f32df5350455d0ffee4c267039ccb0e461a9,0xec47f32df5350455d0ffee4c267039ccb0e461a9 - 0 | transfer,1684573.0087209928,0.0006903023552449131,1684573.0087209928,0.0010652980104397414,1.0,Dollar-Weighted,action
445,Arbitrum,0x4780e046a55decc374499ba67e679287d9ba0a40,0x4780e046a55decc374499ba67e679287d9ba0a40 - 0 | transfer,1666655.855572537,0.0006829602852048302,1653272.9180320983,0.001045504315441162,1.0,Dollar-Weighted,action
1547,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x02bf2001,1664351.2079999957,0.0006820158894207955,1664351.2079999957,0.0010525100552938003,2.0,Dollar-Weighted,action
1743,Arbitrum,0xe773ee2693afb655d0099c04a7838353a80b45d5,0xe773ee2693afb655d0099c04a7838353a80b45d5 - 0 | transfer,1663875.341284367,0.0006818208893152016,1663875.341284367,0.0010522091245162269,1.0,Dollar-Weighted,action
1323,Arbitrum,0xdc717a5f18eee40e597e28a955e3ba3e8721dbb2,0xdc717a5f18eee40e597e28a955e3ba3e8721dbb2 - 0 | transfer,1662273.6641221042,0.0006811645559228653,1662273.6641221042,0.0010511962485616128,1.0,Dollar-Weighted,action
691,Arbitrum,0x6f82a3c19dc0f8d745b72aa263d8b37a1ff18946,0x6f82a3c19dc0f8d745b72aa263d8b37a1ff18946 - 0 | swap,1644949.7280519,0.00067406557368258,382634.44224622473,0.000241972124651402,10.0,Dollar-Weighted,action
2187,Arbitrum,trader_joe,trader_joe - LBPair_GMX_WETH | swap,1634197.7644874586,0.0006696596466413551,1634197.7644874586,0.0010334414822990318,5.0,Dollar-Weighted,action
1030,Arbitrum,0xaa3d9fa3ab930ae635b001d00c612aa5b14d750e,0xaa3d9fa3ab930ae635b001d00c612aa5b14d750e - 0 | outboundTransferTo,1613680.3063910175,0.0006612520266840785,1613680.3063910175,0.0010204665579851167,4.0,Dollar-Weighted,action
219,Arbitrum,0x1e31e3ba5e246e2f2390d29c778e33a59f6aa6c6,0x1e31e3ba5e246e2f2390d29c778e33a59f6aa6c6 - 0 | anySwapOutUnderlying,1610485.759419655,0.0006599429689662736,1610485.759419655,0.0010184463757103022,8.0,Dollar-Weighted,action
2056,Arbitrum,kyber,kyber - Elastic_Pool | addLiquidity,1589961.0304960073,0.0006515323695779369,1589961.0304960073,0.0010054668534373093,6.0,Dollar-Weighted,action
850,Arbitrum,0x8b92578258f844ee620e52e18ea5bd6b7d847cdb,0x8b92578258f844ee620e52e18ea5bd6b7d847cdb - 0 | transfer,1574788.4647394505,0.0006453149733459911,1574788.4647394505,0.000995871956671156,1.0,Dollar-Weighted,action
1104,Arbitrum,0xb6bb6a2e6a9a2bf979687cb0e34ee14ec6aef21f,0xb6bb6a2e6a9a2bf979687cb0e34ee14ec6aef21f - 0 | transfer,1550642.666267128,0.0006354205363174836,1550642.666267128,0.0009806025258184239,1.0,Dollar-Weighted,action
61,Arbitrum,0x089a2c44131b1eb30cc4fc226560163fcef2c288,0x089a2c44131b1eb30cc4fc226560163fcef2c288 - 0 | transfer,1540956.890184,0.0006314515103340775,735291.2901839999,0.00046498688063475937,1.0,Dollar-Weighted,action
766,Arbitrum,0x7c3e47dbdbdd792ddf5179a200a5509025e03def,0x7c3e47dbdbdd792ddf5179a200a5509025e03def - 0 | transfer,1517752.914503387,0.000621943012346487,1517752.914503387,0.0009598035536537373,1.0,Dollar-Weighted,action
1934,Arbitrum,curvefi,curvefi - Vyper_contract | exchange,1494804.2802520879,0.0006125391478708515,2470.1978741901403,1.562115068414394e-06,4.0,Dollar-Weighted,action
1371,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x00ea6001,1456539.240000001,0.0005968589444763948,1456539.240000001,0.0009210929692370523,2.0,Dollar-Weighted,action
1572,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x030d4001,1441077.04,0.0005905228622632693,1441077.04,0.0009113149122387816,2.0,Dollar-Weighted,action
2138,Arbitrum,socket,socket - Registry | outboundTransferTo,1439582.2965739856,0.0005899103480521766,1439582.2965739856,0.0009103696595310583,2.0,Dollar-Weighted,action
981,Arbitrum,0x9f887adb02858351fa2aaa5a8cb9f11ac2e10c5d,0x9f887adb02858351fa2aaa5a8cb9f11ac2e10c5d - 0 | swap,1425801.163362462,0.0005842631314194696,1170818.888849468,0.0007404078222905838,3.0,Dollar-Weighted,action
1044,Arbitrum,0xabfb3011549e4240b37ec8e5d0bbe76ff906754f,0xabfb3011549e4240b37ec8e5d0bbe76ff906754f - 0 | swap,1423008.201424155,0.0005831186347463413,918682.333656,0.0005809605503610248,2.0,Dollar-Weighted,action
1757,Arbitrum,0xea015c08ba1cd54a45a0c2e70563a247478e3644,0xea015c08ba1cd54a45a0c2e70563a247478e3644 - 0 | transfer,1412773.401470032,0.0005789246304038666,1412773.401470032,0.0008934161274083911,1.0,Dollar-Weighted,action
2553,Arbitrum,uniswap_v3,uniswap_v3 - Pair | 0x113452c3,1400503.8506285478,0.0005738968282250199,1400503.8506285478,0.0008856570525373374,5.0,Dollar-Weighted,action
1234,Arbitrum,0xcbffc95756a40c7bebc9c9499fba1f5dfa632b04,0xcbffc95756a40c7bebc9c9499fba1f5dfa632b04 - 0 | transfer,1397500.0000000002,0.0005726659138313098,1397500.0000000002,0.0008837574636909747,1.0,Dollar-Weighted,action
1185,Arbitrum,0xc20de37170b45774e6cd3d2304017fc962f27252,0xc20de37170b45774e6cd3d2304017fc962f27252 - 0 | bondWithHint,1397500.0,0.0005726659138313096,1397500.0,0.0008837574636909746,1.0,Dollar-Weighted,action
2576,Arbitrum,y2k,y2k - Vault | deposit,1390577.4948,0.0005698292177552023,1390577.4948,0.0008793797780824311,4.0,Dollar-Weighted,action
418,Arbitrum,0x415fcdcb510f39c0b627e682702c73fca6739ab8,0x415fcdcb510f39c0b627e682702c73fca6739ab8 - 0 | transfer,1383004.2731187078,0.0005667258718412387,1383004.2731187078,0.0008745905893990478,1.0,Dollar-Weighted,action
1224,Arbitrum,0xc9b39f2f43233b2bb4de815b46c7c4bf3dd05301,0xc9b39f2f43233b2bb4de815b46c7c4bf3dd05301 - 0 | transfer,1369779.0556160556,0.0005613064576968563,1261596.622541928,0.0007978142621386434,1.0,Dollar-Weighted,action
1361,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x009c4001,1366239.9920000008,0.0005598562243517435,1366239.9920000008,0.0008639891163671543,2.0,Dollar-Weighted,action
1053,Arbitrum,0xadd310809b40732cd4ad8472defc76073d4b24a0,0xadd310809b40732cd4ad8472defc76073d4b24a0 - 0 | transfer,1361803.3124437542,0.0005580381669975721,1361803.3124437542,0.0008611834285876637,1.0,Dollar-Weighted,action
1478,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x0249f001,1354488.72,0.0005550408018697681,1354488.72,0.0008565577930484685,2.0,Dollar-Weighted,action
1078,Arbitrum,0xb255becbb5d5829f17434f5451bf80e83ee4aff4,0xb255becbb5d5829f17434f5451bf80e83ee4aff4 - 0 | transfer,1345594.24883978,0.0005513960358912252,1345594.24883978,0.0008509330665558542,1.0,Dollar-Weighted,action
1527,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x02981001,1330058.4440000032,0.0005450297919730316,1330058.4440000032,0.0008411084629912036,1.0,Dollar-Weighted,action
838,Arbitrum,0x892785f33cdee22a30aef750f285e18c18040c3e,0x892785f33cdee22a30aef750f285e18c18040c3e - 0 | addLiquidity,1325478.2577527298,0.0005431529286150262,1325478.2577527298,0.0008382120237918314,3.0,Dollar-Weighted,action
416,Arbitrum,0x41206f8efb51e5039e5b46e04e7866a4849f72d2,0x41206f8efb51e5039e5b46e04e7866a4849f72d2 - 0 | transfer,1324117.435173766,0.0005425952923318459,855396.5546473071,0.0005409395989875509,1.0,Dollar-Weighted,action
167,Arbitrum,0x14ba1690552c4f41360fa2ea5feece3d6533f073,0x14ba1690552c4f41360fa2ea5feece3d6533f073 - 0 | mint,1323097.77,0.0005421774551307463,1323097.77,0.0008367066400217421,1.0,Dollar-Weighted,action
1975,Arbitrum,dopex,dopex - DpxMonthlyCallsSsovV3 | deposit,1302575.3630206923,0.0005337678072260426,1302575.3630206923,0.0008237285861105671,6.0,Dollar-Weighted,action
473,Arbitrum,0x4c2af2df2a7e567b5155879720619ea06c5bb15d,0x4c2af2df2a7e567b5155879720619ea06c5bb15d - 0 | exchange_multiple,1301269.4317687054,0.0005332326642465651,1527.549423184937,9.659987147739043e-07,7.0,Dollar-Weighted,action
2182,Arbitrum,synfutures_v1,synfutures_v1 - AMM | deposit,1298221.1401913331,0.0005319835388928763,1298221.1401913331,0.0008209750426944527,1.0,Dollar-Weighted,action
1058,Arbitrum,0xaf119da56e12638bc01e5957c0fd35ca07255dcd,0xaf119da56e12638bc01e5957c0fd35ca07255dcd - 0 | transfer,1267072.7010256192,0.0005192195679596007,1267072.7010256192,0.0008012772497820921,2.0,Dollar-Weighted,action
395,Arbitrum,0x3c9af5b6c254148fda2346dc8a1d9cbbf3113320,0x3c9af5b6c254148fda2346dc8a1d9cbbf3113320 - 0 | transfer,1238890.95736596,0.0005076712860374409,1238890.95736596,0.0007834555493892124,1.0,Dollar-Weighted,action
637,Arbitrum,0x633efa52792217d1e18372a1b4aa9d75d4f8ba67,0x633efa52792217d1e18372a1b4aa9d75d4f8ba67 - 0 | transfer,1216267.703517417,0.0004984007555622969,1216267.703517417,0.000769148952293237,2.0,Dollar-Weighted,action
109,Arbitrum,0x11ae67fd5ed22a5101dd2cf759944265271b5dfc,0x11ae67fd5ed22a5101dd2cf759944265271b5dfc - 0 | 0x00c35012,1198320.5,0.0004910463715172035,154776.18851102097,9.787807642093456e-05,1.0,Dollar-Weighted,action
968,Arbitrum,0x9dcc66b4e9d6ea8a4c31b7d34f73e4045eba615d,0x9dcc66b4e9d6ea8a4c31b7d34f73e4045eba615d - 0 | transfer,1193961.38395236,0.0004892600980467787,1193961.38395236,0.0007550427795539918,1.0,Dollar-Weighted,action
49,Arbitrum,0x06d6082bcfa137400231c1f5d2cb26a094f9b27a,0x06d6082bcfa137400231c1f5d2cb26a094f9b27a - 0 | transfer,1176266.0,0.00048200890432822843,1176266.0,0.0007438524914389466,1.0,Dollar-Weighted,action
1938,Arbitrum,curvefi,curvefi - Vyper_contract_FRAX_USDC | exchange,1159353.7780360254,0.00047507863381236623,2563.452586418709,1.621087911316971e-06,6.0,Dollar-Weighted,action
722,Arbitrum,0x7486d54b4c15381faa5b902920cc7cff497cef9a,0x7486d54b4c15381faa5b902920cc7cff497cef9a - 0 | transfer,1158509.014232879,0.0004747324674901477,1158509.014232879,0.0007326232472855674,1.0,Dollar-Weighted,action
1578,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x03345001,1155954.0720000037,0.0004736855062532419,1155954.0720000037,0.0007310075411906816,1.0,Dollar-Weighted,action
263,Arbitrum,0x25023ff7f863547303636b1808a91363f8ef4d2c,0x25023ff7f863547303636b1808a91363f8ef4d2c - 0 | transfer,1147210.7587738354,0.0004701026815959417,1147210.7587738354,0.0007254784046461276,1.0,Dollar-Weighted,action
489,Arbitrum,0x4e6b18217ac75a779262c20b3cc07050cbe7282b,0x4e6b18217ac75a779262c20b3cc07050cbe7282b - 0 | swap,1114912.8430494322,0.00045686767950423366,985429.4162585874,0.0006231703767865237,6.0,Dollar-Weighted,action
1984,Arbitrum,dopex,dopex - RdpxMonthlyCallsSsovV3Active | deposit,1095992.7296336857,0.00044911461758006876,1095992.7296336857,0.0006930889123182928,4.0,Dollar-Weighted,action
936,Arbitrum,0x980be793c4647d0f6703844a04a98f51f13594e7,0x980be793c4647d0f6703844a04a98f51f13594e7 - 0 | transfer,1091356.1755878788,0.0004472146558915748,1091356.1755878788,0.0006901568269917894,2.0,Dollar-Weighted,action
1883,Arbitrum,0xff2c13a2d71a4d3b70f4086dc17b4aa6c075efde,0xff2c13a2d71a4d3b70f4086dc17b4aa6c075efde - 0 | transfer,1073913.325720084,0.00044006694529453506,257383.73744664167,0.000162765509124256,2.0,Dollar-Weighted,action
2116,Arbitrum,plutusdao,plutusdao - Plutus1MonthVault | 0xf0cb3ebf,1073099.5968446385,0.0004397334964286546,1073099.5968446385,0.0006786116479393381,4.0,Dollar-Weighted,action
1188,Arbitrum,0xc257a8f9caad6572db17de405ebb7e2ea22aefec,0xc257a8f9caad6572db17de405ebb7e2ea22aefec - 0 | transfer,1068110.3523002232,0.0004376890096405649,1068110.3523002232,0.000675456526576686,1.0,Dollar-Weighted,action
479,Arbitrum,0x4ce73cc57943602df15fccf1ee291c5d67d38326,0x4ce73cc57943602df15fccf1ee291c5d67d38326 - 0 | transfer,1067264.5082592038,0.0004373424006597354,250734.91998576143,0.0001585608994242404,2.0,Dollar-Weighted,action
2087,Arbitrum,lodestar,lodestar - IUSDC | mint,1066771.2875072428,0.0004371402892374511,1066771.2875072428,0.0006746097226373927,5.0,Dollar-Weighted,action
518,Arbitrum,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3 - 0 | 0x5ceb5751,1064269.2847419565,0.0004361150214735934,378.17205369042495,2.39150178896785e-07,4.0,Dollar-Weighted,action
1904,Arbitrum,balancer_v2,balancer_v2 - Vault | swap,1055847.6071909268,0.00043266399630668604,490591.79821792874,0.00031024269288062333,5.0,Dollar-Weighted,action
996,Arbitrum,0xa3c3e4a4558b961ffc7cc47829115e8988744425,0xa3c3e4a4558b961ffc7cc47829115e8988744425 - 0 | transfer,1041038.9203707244,0.00042659570995925647,1041038.9203707244,0.0006583369702113931,1.0,Dollar-Weighted,action
760,Arbitrum,0x7b55800de02e4799f7b00a2c9963575464053f6a,0x7b55800de02e4799f7b00a2c9963575464053f6a - 0 | deposit,1032232.3300728725,0.0004229869556976054,1032232.3300728725,0.0006527678182218437,2.0,Dollar-Weighted,action
2045,Arbitrum,hashflow,hashflow - Pool | swap,1025083.9247628938,0.00042005769053891093,1025083.9247628938,0.0006482472768650053,1.0,Dollar-Weighted,action
30,Arbitrum,0x04b7c66ff9615ca57240f08d6662fd97c8141f1f,0x04b7c66ff9615ca57240f08d6662fd97c8141f1f - 0 | 0x14a59183,1022612.1974409416,0.00041904482901077673,0.0,0.0,1.0,Dollar-Weighted,action
828,Arbitrum,0x880e14298dd46418806f7b5e12b92aa9873bb5d4,0x880e14298dd46418806f7b5e12b92aa9873bb5d4 - 0 | transfer,1016683.9945599906,0.00041661557697485744,757747.1904877693,0.0004791876459280378,1.0,Dollar-Weighted,action
687,Arbitrum,0x6e7c02f5a0eececf42d59dcc2fbdb24d3c7e76ec,0x6e7c02f5a0eececf42d59dcc2fbdb24d3c7e76ec - 0 | transfer,1010800.69657688,0.0004142047260154013,1010800.69657688,0.0006392147834732406,1.0,Dollar-Weighted,action
909,Arbitrum,0x93df19ff8926f750e7d340ad4698df9defb2c7d7,0x93df19ff8926f750e7d340ad4698df9defb2c7d7 - 0 | transfer,1004852.1251663058,0.00041176712738726014,1004852.1251663058,0.0006354529985842291,1.0,Dollar-Weighted,action
2063,Arbitrum,lifi,lifi - LiFiDiamond_v2 | startBridgeTokensViaCBridge,992434.068341834,0.000406678470600573,992434.068341834,0.0006276000108180999,5.0,Dollar-Weighted,action
2044,Arbitrum,hashflow,hashflow - Pool | 0xf0210929,989396.2882249043,0.0004054336526208377,958234.3994651246,0.0006059726672577766,2.0,Dollar-Weighted,action
1893,Arbitrum,aave_v3,aave_v3 - AToken | 0x94b576de,969295.2394975538,0.00039719666840730216,969295.2394975538,0.0006129673720401388,7.0,Dollar-Weighted,action
654,Arbitrum,0x66e0344fdbe3f891aaeda131b2e3fc93f4e95ec4,0x66e0344fdbe3f891aaeda131b2e3fc93f4e95ec4 - 0 | transfer,957475.06420662,0.00039235301081543895,957475.06420662,0.0006054924753421077,1.0,Dollar-Weighted,action
119,Arbitrum,0x11ae67fd5ed22a5101dd2cf759944265271b5dfc,0x11ae67fd5ed22a5101dd2cf759944265271b5dfc - 0 | 0x01117012,954636.228,0.00039118971583835025,145497.53546773153,9.201039922593921e-05,1.0,Dollar-Weighted,action
884,Arbitrum,0x8fac5bd09892d5de6f7fcd31c41a694f7d99f129,0x8fac5bd09892d5de6f7fcd31c41a694f7d99f129 - 0 | transfer,939227.52482476,0.00038487555549144203,939227.52482476,0.0005939530126424915,1.0,Dollar-Weighted,action
233,Arbitrum,0x2025912ef4f9e5b0fa414bbf858a1c53b13e392c,0x2025912ef4f9e5b0fa414bbf858a1c53b13e392c - 0 | transfer,937901.9824850396,0.0003843323763033933,937901.9824850396,0.0005931147600942508,3.0,Dollar-Weighted,action
537,Arbitrum,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3 - 0 | swapExecutor1Inch,929845.748306155,0.0003810311020936688,189818.2813139225,0.00012003815588992634,3.0,Dollar-Weighted,action
517,Arbitrum,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3,0x521709b3cd7f07e29722be0ba28a8ce0e806dbc3 - 0 | 0x47c59922,924559.9097602596,0.0003788650773628996,0.0,0.0,1.0,Dollar-Weighted,action
391,Arbitrum,0x3c2673de800a580026404d5d8d0d04be73632e15,0x3c2673de800a580026404d5d8d0d04be73632e15 - 0 | transfer,918473.871681959,0.00037637114780460115,765493.4411109512,0.000484086255447793,1.0,Dollar-Weighted,action
1996,Arbitrum,gains_network,gains_network - GToken | 0xa481c14b,904533.33381,0.00037065861051676903,904533.33381,0.0005720129409029462,1.0,Dollar-Weighted,action
1436,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x0222e001,894024.4039999974,0.00036635227356289837,894024.4039999974,0.0005653672556399806,2.0,Dollar-Weighted,action
267,Arbitrum,0x25ab3efd52e6470681ce037cd546dc60726948d3,0x25ab3efd52e6470681ce037cd546dc60726948d3 - 0 | 0x8302ce5a,885132.5240124753,0.00036270856939206995,885132.5240124753,0.0005597441677650489,3.0,Dollar-Weighted,action
1375,Arbitrum,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed,0xe0f8ce7a84406fa4e6c566c725bdc77632a985ed - 0 | 0x01117001,883200.8639999975,0.00036191701601371077,883200.8639999975,0.0005585226157411915,2.0,Dollar-Weighted,action
